Nombre,Link,Descripcion
El Sonido de los Tulipanes,https://pluto.tv/latam/on-demand/movies/65d6294c8cea3c0013c90a74,"En Buenos Aires durante la crisis del 2001, Marcelo un escritor devenido en periodista, debe volver sobre los últimos pasos de su padre Tonio un consagrado intelectual de quien se encuentra profundamente distanciado cuando muere en condiciones extrañas."
La Venganza del Muerto,https://pluto.tv/latam/on-demand/movies/65d4f119038f370013b210ae,"Ricardo en un hombre ambicioso y violent0, su estilo de vida lo ha llevado a arrasar con todo aquello y aquellos que se interpongan a sus deseos. Ramiro vendrá a hacer justicia, luego de la imperdonable huella que dejó Ricardo a su paso"
Rosa Chumbe,https://pluto.tv/latam/on-demand/movies/65d4efaa038f370013b20db1,"Rosa Chumbe es una mujer policía que verá interrumpida su rutina, cuando su hija de dieciocho años le robe sus pocos ahorros y se vaya de la casa dejando abandonado a su hijo. Este incidente marcará un antes y un después en la vida de Rosa"
Los Hijos de la Maldad,https://pluto.tv/latam/on-demand/movies/65d4ecdb03625d00135b167d,"En un condado dominado donde un tipo controla negocios y voluntades, hasta ahí, llega un hombre que huye de su pasado violento, violencia que no quiere dejarlo, Falco, se convierte en la única esperanza para dar justicia."
Infierno En La Carretera (Celemania),https://pluto.tv/latam/on-demand/movies/65d4eb7e9255690013920f24,Infierno en la carretera es un intenso thriller que sigue la historia de un peligroso cargamento de materiales altamente inflamables y tóxicos que se encuentra en tránsito por una solitaria y calurosa carretera
Mafia Nueva,https://pluto.tv/latam/on-demand/movies/65d4ea25925569001391fe8f,"La historia de Luis, quien es un joven rebelde y atrevido quien después de enfrentarse a la policía a tiros, a su madre ya no le queda mas remedio que enviarlo a Sinaloa con su padre, quien es un poderoso capo"
Guatemala 1982,https://pluto.tv/latam/on-demand/movies/65d4ea13925569001391fdf9,"Adrián Morales se dirige al pueblo de Jutiapa, luego de que su padre se lo ordenara. Tenía la tarea de recoger las tarjetas de identificación necesarias para portar armas."
El Arribo de Conrado Sierra,https://pluto.tv/latam/on-demand/movies/65d4e8b6925569001391fafe,"Aunque situada en los 40´s, El arribo de Conrado Sierra es un canto a la libertad de la mujer de todos los tiempos."
La Araña Vampiro,https://pluto.tv/latam/on-demand/movies/65d4e8a8925569001391f9e2,Jerónimo tiene 20 años y está medicado con psicofármacos. Su padre piensa que unos días en un entorno natural pueden curarlo y decide llevarlo a una casa perdida en la montaña
Gente Común,https://pluto.tv/latam/on-demand/movies/65d4e74803fa740013a73195,"Este thriller de cine negro aborda temas de un México que no se ha quedado atrás en el mundo del hampa, donde los personajes se desgarran por el dominio de un círculo corrupto y sanguinario en el que el poder no es una parte, sino que lo es todo."
Cuando Yo Te Vuelva a Ver,https://pluto.tv/latam/on-demand/movies/65d4e73d03fa740013a72dd6,"Treinta años después de haberse radicado en España, Paco regresa a la Argentina para apadrinar la boda de un amigo. Retirado y separado de su esposa española, se reencuentra con sus afectos."
Fantasías,https://pluto.tv/latam/on-demand/movies/65d4e5d73d3e4500146c513f,"La historia de Brenda y Antonio, una pareja de clase media con dos hijos adolescentes y una vida sexual aburrida, en busca de nuevas experiencias"
Sindicato De Limosneros,https://pluto.tv/latam/on-demand/movies/65d4e46dea323e0013fe48c2,Un grupo de limosneros han decidido formar su propio sindicato para defender sus derechos ante la sociedad egoísta que no da la suficiente ayuda. una divertida comedia que no te puedes perder.
La Voladora,https://pluto.tv/latam/on-demand/movies/65d4e30516305f00138eb081,La Voladora La vida da señales de corregir las cosas a su manera deformando el destino para fortuna de unos y desgracia de otros. La decisión tiene que ser tomada: Esperar a que las autoridades respondan o tomar la ley por sus manos.
Como El Gato y El Ratón,https://pluto.tv/latam/on-demand/movies/65d4cc8303fa740013a31546,"El barrio de La Estrella es uno de los más pobres de Bogotá. Allí habitan ciudadanos que han sido desplazados por la guerra y la violencia. Un día y tras años de espera, la luz eléctrica llega al barrio"
La Hummer asesina,https://pluto.tv/latam/on-demand/movies/6013472a625ab0001ad71251,"Todas las noches Gonzalo y un grupo de amigos, todos ellos pertenecientes a poderosas familias, recorren las calles a bordo de una Hummer para asesinar a todos los indigentes que se encuentran a su paso por un supuesto mandato divino."
La Virgen de la Caridad del Cobre,https://pluto.tv/latam/on-demand/movies/650c99b96930bb0013771d31,"Es la historia de la Virgen de la Caridad del Cobre y los 3 Juanes. Así comienza a desarrollarse nuestra trama, con distintas apariciones y milagros realizadas por la Virgen, Patrona de Cuba."
Luciferina,https://pluto.tv/latam/on-demand/movies/64ff3550f439aa0013254207,"Tras formar parte de un ritual, una monja descubre un secreto que puede poner en peligro a todos aquellos que la rodean."
Resureección,https://pluto.tv/latam/on-demand/movies/64ff21a3c564500013644e15,"En 1871, un cura argentino viaja a Buenos Aires para auxiliar a los enfermos afectados por una epidemia de fiebre amarilla. Allí es testigo de una serie de hechos sobrenaturales que le hacen dudar de su propia fe."
THE DISCIPLE,https://pluto.tv/latam/on-demand/movies/64fa0f026b9e3e001365c2b3,"Jesús asiste a la muerte de su padre, José, en un enfrentamiento con las tropas romanas. Años más tarde se convierte en el discípulo predilecto de Juan el Bautista, líder de un grupo de Macabeos que anuncia la llegada inminente del Reino de los Cielos."
FRAY MARTIN,https://pluto.tv/latam/on-demand/movies/64fa0d646930bb0013163932,"Fray Martín de Porres, Santo peruano venerado en muchos países. En esta película se destaca su labor social y humana, sus dones y el don del consejo."
EL MILAGRO DE COROMOTO,https://pluto.tv/latam/on-demand/movies/64fa0d38f64f18001396b5df,"En 1670 se aparece la Virgen María a un cacique indio llamado Coromoto. Así comienza nuestro relato, una historia en la que el cacique Coromoto después de grandes presiones internas, decide al final de sus días aceptar el bautismo y la fe Cristiana."
Propiedad Ajena,https://pluto.tv/latam/on-demand/movies/64f5e016f64f1800137f3e7d,"La vida de una mujer cambia radicalmente cuando descubre en la tumba de uno de sus antepasados su diario escrito, pero sin el cadáver."
El bueno para nada,https://pluto.tv/latam/on-demand/movies/649b4ca1935ab00013793f6f,"Todos tachaban de torpe al pobre Capulina, ah, pero bien que lo buscan para desactivar la máquina que hizo un científico para destruir el mundo."
El gran espectáculo,https://pluto.tv/latam/on-demand/movies/649b4d2dc5ae35001383b01b,"Cuando dos mexicanos conocen a una gitana rebelde que canta y baila, la convencen de viajar en busca de fama y fortuna."
El inolvidable Chucho el Roto,https://pluto.tv/latam/on-demand/movies/649b4d8558bf820013d11680,"Jesús Arriaga, un astuto e inteligente ladrón enamorado de la aristócrata Matilde Frizac, se ve envuelto en una serie de infortunios que lo obligan a mantenerse separado de su hija y de Matilde."
El sordo,https://pluto.tv/latam/on-demand/movies/649b564058bf820013d2bbd7,"Un escultor que fabrica imágenes de santos es golpeado por un matón y queda sordo. A causa de esto, se avergüenza y se va del pueblo."
Escuela de verano,https://pluto.tv/latam/on-demand/movies/649b580c9263a40013ea2896,"Dos mujeres fundan una escuela de verano para jóvenes del continente, pero el consejero les roba el dinero."
"Espérame en Siberia, vida mía",https://pluto.tv/latam/on-demand/movies/649b58489cb24a00139724fd,"El soltero y millonario Mauricio, cansado de ir de mujer en mujer e influenciado por su médico de cabecera, decide casarse. Sin embargo, su futuro suegro le pide cambiar su testamento."
"Fuerte, audaz y valiente",https://pluto.tv/latam/on-demand/movies/649b5888fafd83001327794f,"Ángel y Javier le sacan a la vida más de lo que ella les puede dar estafando a todo el que se les ponga enfrente, pero como a todos, les llegará la hora de pagar."
La cigüeña distraída,https://pluto.tv/latam/on-demand/movies/649b58b812e6ce001367dcb6,Un empresario rico y un ranchero humilde confunden a sus gemelos recién nacidos al ir por ellos al hospital y se genera una gran confusión.
La edad de piedra,https://pluto.tv/latam/on-demand/movies/649b58e893485d0013e99456,Dos hombres son enviados hacia la prehistoria para recoger piedras que serán utilizadas en un invento.
La odalisca no. 13,https://pluto.tv/latam/on-demand/movies/649b5cce935ab0001379bb06,"Unos artistas viajan por el Oriente donde un príncipe árabe rapta a la estrella, y sus amigos tratan de rescatarla."
La vida de Chucho el Roto,https://pluto.tv/latam/on-demand/movies/649b5d22c5ae350013848663,La vida del legendario Chucho el Roto que robaba a los ricos para dar a los pobres.
Los bandidos,https://pluto.tv/latam/on-demand/movies/649b5d6183f7090013b32225,"Tres bandidos mexicanos huyen de los franceses internándose en Estados Unidos dónde salvan de la horca a tres bandoleros estadounidenses, junto a los que deciden robarles un tesoro a los franceses."
Santo contra los cazadores de cabezas,https://pluto.tv/latam/on-demand/movies/649b5f7efafd830013279f43,"El valiente e infatigable luchador se encuentra en el Amazonas, enfrentado a los Jíbaros para salvar a una heroína."
Yo soy Chucho el Roto,https://pluto.tv/latam/on-demand/movies/649b5fad12e6ce001367ffbe,"El carpintero Jesús Arriaga se enamora de Erica Matilde, pero los tíos de ella se oponen a la relación y lo arrestan por robo. Se fuga de la cárcel y se convierte en un bandido generoso."
El espejo de la bruja,https://pluto.tv/latam/on-demand/movies/649b60649263a40013ea435a,"En el siglo XIX, en una lóbrega mansión frente a un espejo mágico, una bruja previene de muerte a una mujer."
La edad de la tentación,https://pluto.tv/latam/on-demand/movies/649b60d9935ab0001379cedd,La negligencia de los padres que no asumen su responsabilidad en la educación sexual de los hijos provoca la ruina de muchas vidas.
La flecha envenenada,https://pluto.tv/latam/on-demand/movies/649b610e3e9a7b0013904821,"Una joven huérfana es atacada por apaches y debe pagar las deudas de su padre, ya que puede ser despojada de sus tierras."
Los diablos del terror,https://pluto.tv/latam/on-demand/movies/649b62cafafd83001327af52,Un policía federal llega a un pueblo desolado por una secta de encapuchados que deja una cara de satanás en sus víctimas.
Una bala es mi testigo,https://pluto.tv/latam/on-demand/movies/649b638293485d0013e9ddf3,Un extraño llega a un pueblo para vengar la muerte de sus padrinos.
The Wall of Mexico,https://pluto.tv/latam/on-demand/movies/63f8ebaab3b9160013797b64,"Una rica familia de origen mexicano y estadounidense decide construir un muro alrededor de su rancho para evitar que los lugareños cojan agua del pozo, que se rumorea tiene propiedades inusuales."
Los Tiburones,https://pluto.tv/latam/on-demand/movies/63d154d8662ef90014da4c9c,"Rosina cuenta los días que le quedan de vacaciones en un tranquilo pueblo vacacional. Decide seguir centrándose en su trabajo hasta que un día comienza a sentir una fuerte atracción hacia Joselo, su compañero de trabajo."
The Matador,https://pluto.tv/latam/on-demand/movies/63d157a5380e200013522f4e,El épico relato sobre la lucha de David Fandila para llegar a convertirse en el mejor torero del mundo.
The Days to Come,https://pluto.tv/latam/on-demand/movies/63dabdb9662ef9001400df84,"Vir y Lluís hace solo un año que salen juntos cuando descubren que están embarazados. Seguiremos la aventura de esta pareja, el giro enorme que dará su vida, intentando aprender a ser tres cuando ni siquiera habían tenido tiempo de aprender a ser dos."
La Hummer y El Camaro Azul,https://pluto.tv/latam/on-demand/movies/621697bf15c86100136c342e,"El Canelo es un joven gatillero al servicio del cartel, su trabajo es muy sencillo, transportar grandes cantidades de dinero y cargas especiales del patrón y lo hace manejando un Camaro azul deportivo."
El Taller,https://pluto.tv/latam/on-demand/movies/5faef624fd17cc001a0120f9,"En medio de un convulsionado país, un grupo de personas asiste a un taller de poesía que dura sólo una noche impartido por el reconocido académico David Sanhueza."
Error Fatal,https://pluto.tv/latam/on-demand/movies/6271492be26cc40014ab7f3d,"Un grupo de jóvenes de una banda se dedican a robar y a secuestrar, en un momento uno de ellos decide cambiar su vida para bien, mientras los otros siguen haciendo crimines y otros son arrestados."
El Pistolero,https://pluto.tv/latam/on-demand/movies/5ffcd9cb23d1f7001301a9b8,"Uno de los hombres más poderosos de México llega a un pueblo en busca de nuevos pistoleros que quieran formal parte de su equipo, y recluta a un hombre sencillo que acepta el trabajo porque quiere vengar la muerte de su padre."
El Mundo es Tuyo,https://pluto.tv/latam/on-demand/movies/620bd4b9e17acd001398a037,"El cartel más poderoso ha puesto sus reglas y deben respetarse, la regla principal del patrón es prohibir los secuestros en la plaza. El comandante Ántrax es el encargado de hacer cumplir las órdenes del señor."
Maldita Sucia,https://pluto.tv/latam/on-demand/movies/6290cece8b143a001ab64973,"Julio es un hombre humilde que vive enamorado de la mujer mas Hermosa del pueblo, pero ella es una mujer fría y ambiciosa, quien solo busca a los hombres por interés y se entrega al mejor postor."
Un Amor De Película,https://pluto.tv/latam/on-demand/movies/60883703dfb0ed001b305a16,"Bernardo es un productor de cine al borde de la bancarrota que decide convencer erróneamente a un director de cine famoso para que haga una mala película para poder ganar mucho dinero. Laura, su novia y agente, se convierte en su musa y confiada."
Los Adioses,https://pluto.tv/latam/on-demand/movies/6107ef9394cf330013d2b664,"A principios de los años 50 en la Ciudad de México, Rosario va en contra de una sociedad regida por hombres: es una intelectual universitaria precoz, pronto una de las escritoras capitales de la literatura mexicana."
Aprendiendo a Matar,https://pluto.tv/latam/on-demand/movies/62290477a9acf6001a934882,"¡Unos traficantes se agarran a balazos y mueren todos! Pedro quien anda por sus tierras escucha los balazos y descubre todos muertos encontrándose mucho dinero, se lo lleva a esconder y guarda el secreto hasta de su mujer."
La Historia de Pedro y Pablo,https://pluto.tv/latam/on-demand/movies/62713def55812e0013ea00b2,"Al quedar huérfanos Pedro y Pablo tendrán que separarse para que uno estudie para así tener una mejor vida, pedro nunca imagino que en su sacrificio perdería también a la mujer de su vida."
Los Primos Rivales,https://pluto.tv/latam/on-demand/movies/621697c615c86100136c3554,"Dos primos, los dos viven al lado del peligro, uno es policía el otro traficante... alguno de los dos tendrá que perder la batalla."
El Bazucazo 2,https://pluto.tv/latam/on-demand/movies/621697dc15c86100136c3a93,"Después de haber sido dado por muerto, Edgar es rescatado por una bella mujer que trabaja en la mafia, cuando Edgar se recupera de sus heridas se integra al nuevo equipo ya que se necesita un hombre que sea experto en el manejo de las armas."
El Pistolero,https://pluto.tv/latam/on-demand/movies/620bd4c0e17acd001398a119,"Esta es la historia de un ranchero que es reclutado para integrarse al cartel de Sinaloa. Al principio lo hace para llevar a cabo la venganza de su padre, pero después se ve rodeado de tanto poder y dinero, que ya no le es posible dejar el negocio."
Los 7 Sellos de la Santa Muerte 2,https://pluto.tv/latam/on-demand/movies/62713df655812e0013ea01da,Después de desmantelar a una poderosa secta los misteriosos crímenes continúan y la policía se dedica a investigar quien es el nuevo líder de la organización para atraparlo y acabar con la violencia.
El de la Hemi Blanca,https://pluto.tv/latam/on-demand/movies/628ba8809f694b00137ae454,Martin sufre un atentado de muerte y en los momentos de agonía clama por la ayuda de la virgencita a cambio de una importante donación de dinero a la gente pobre. Martin salva la vida per no cumple la manda prometida.
El Destino Fatal,https://pluto.tv/latam/on-demand/movies/628ba9e3c5141100134ab887,"Esta es la trágica historia de un policía que está dispuesto a encontrar a un violento asesino, sin imaginar la gran sorpresa que le espera al descubrir la identidad del criminal que está persiguiendo."
Justicia Divina,https://pluto.tv/latam/on-demand/movies/628bae1b73a0a1001458ae74,"Fernando un hombre de origen humilde se a enamorado de Camila la hija de Don Raymundo el narcotraficante mas temido del pueblo, quien contrata a un sicario para que acabe con la vida de Fernando sin saber el precio tan alto que tendrá que pagar por ello."
El Comandante Antrax,https://pluto.tv/latam/on-demand/movies/628bd4132485d8001431c8cd,"El comandante Ántrax es el brazo armado del cartel, es el encargado de la protección de la plaza, una banda de kaibiles ha llegado a la ciudad para tratar de apoderarse de la zona y comienzan a matar a los principales socios del patrón."
De la Misma SangreThrillers,https://pluto.tv/latam/on-demand/movies/628bd41a2485d8001431c911,Un policía con gran integridad se ve envuelto en muchos problemas por culpa de su hermano quien trabaja para un poderoso narcotraficante y aunque trata de ocultar el parentesco con su hermano esto no es posible.
El Pirata,https://pluto.tv/latam/on-demand/movies/62b5de1acb0324001354b56c,"En los juegos clandestinos la traición y la trampa se pagan con la muerte, así un jugador de altos niveles es apuñalado en el ojo, ahora todos tendrán que conocer la furia del “Pirata”."
Gallero de corazón,https://pluto.tv/latam/on-demand/movies/628d3c1b06ab7b001a69d334,Un ranchero se ve envuelto en una tragedia familiar que lo pondrá contra la pared. Las circunstancias lo empujarán a tomar un dinero que no le corresponde sin medir las consecuencias que esto le traerá dolor y lecciones aguardan en su camino.
Tierra de Narcotraficantes,https://pluto.tv/latam/on-demand/movies/628fba866075b8001a9767f4,El comandante dedica tanto tiempo a su trabajo que descuida a su propia familia y su hijo crece sin el cariño y atención de un padre el niño al entrar a la adolescencia se va por el mal camino equivocado ingresando a la mafia.
Una Comedia Ranchera,https://pluto.tv/latam/on-demand/movies/628fba8a6075b8001a976878,"La historia de German, un ranchero alegre que después de la muerte de sus padres sus tíos lo crían como su propio hijo, German se enamora de la hija del compadre de su tío, el papa de la novia quiere que su hija se case con el hombre más rico del pueblo."
Mafia Contra Mafia,https://pluto.tv/latam/on-demand/movies/628fbbf09366e5001aed4b03,Un respetable empresario dueño de una mueblería llamado Don Lorenzo molesto con el narcotráfico apoyan monetariamente al comandante y su gente para que acaben con un traficante llamado Ricardo.
Hombre Sin Ley,https://pluto.tv/latam/on-demand/movies/6290ceca8b143a001ab648ef,"Satanás es el líder de un cartel poderoso en México, después de hacer negocios en Colombia, se entera que los federales a través de Manuel un sicario de Satanás, han decidido poner un precio de 2 millones de pesos por la entrega de Satanás."
Las 500 Libras,https://pluto.tv/latam/on-demand/movies/629799f02fbef4001381d256,"Un importante criminal decide apoderarse de la plaza de un famoso narcotraficante, asesina a su hijo y provoca una guerra sangrienta entre sicarios."
Los Tres Gallos Michoacanos,https://pluto.tv/latam/on-demand/movies/62979b6365c304001365d932,"Tres Michoacanos arriesgan sus vidas por entrar al mundo del narcotráfico, pero es más difícil de lo que ellos creen, además de los enemigos enfrentarán a un persistente Sheriff."
Noches de Cartas,https://pluto.tv/latam/on-demand/movies/627047bb943174001345ed4f,"Un grupo de mafiosos deciden tomarse un descanso de sus negocios prohibidos para una reunión y jugar a las cartas toda la noche, pero uno de ellos descubre un secreto que los pondrá frente a frente hasta perder la vida."
Yo Soy La Patrona,https://pluto.tv/latam/on-demand/movies/62704931725d09001495245e,"Ernesto el capo más buscado de la mafia muere en u trágico accidente, Regina sus esposa quien será desde ahora la nueva patrona del cartel."
Venganza Brutal: Hombre Sin Ley,https://pluto.tv/latam/on-demand/movies/627124825bbb230014b7fe92,"Lulu la hija de Celso y Evelia tiene un novio que anda en malos pasos involucrado en matanzas, asaltos y otros crímenes, Lulu no tiene ni la menor idea de la vida oculta de su novio pero el destino la pondrá frente a frente con la realidad."
Pueblo Nuevo: Lugar Mágico,https://pluto.tv/latam/on-demand/movies/627124865bbb230014b7fecc,"En un pueblito de Jalisco viven dos familias rivales Los Barajas y Los Cortes quienes tienen rencillas desde que en una carrera de caballos los Cortes acusaron a los Barajas de hacer trampa, esto desata acontecimientos que los llevara a un trágico final."
Secuestro,https://pluto.tv/latam/on-demand/movies/6271248a5bbb230014b7ffba,Un día de compras se convierte en una pesadilla para Camila cuando una banda de secuestradores la privan de su libertad. Las cosas se complican después de que Diego esposo de Camila intenta rescatarla.
Madres Michoacanas,https://pluto.tv/latam/on-demand/movies/627124985bbb230014b8006b,"Con la llegada de grupos armados a Michoacán sembrando el terror y muerte, Las madres temen por las vidas de sus hijos ya que intentan ser reclutados por los lideres de los grupos criminales."
Lujo Prohibido,https://pluto.tv/latam/on-demand/movies/62713c7073a0a10014513dc6,"Un hombre muy rico dueño de una joyería es secuestrado cuando interceptan su limosina en la que viajaba el, su esposa y sus dos hijos los cuales son secuestrados por el crimen organizado."
Los Hijos del Patrón,https://pluto.tv/latam/on-demand/movies/62713c7a73a0a10014513e2c,"Un joven llega a los Estados Unidos para trabajar, pero se da cuenta que el sueldo es muy poco por lo que decide entrar a trabajar a la mafia muy pronto se hace un narcotraficante muy poderoso pero más tarde se da cuenta que el jefe es su propio padre."
La Sombra,https://pluto.tv/latam/on-demand/movies/62713c8473a0a10014513f1a,"Esteban es conocido como “La sombra” y esta decidido a vengar la muerte de su madre, en su camino se convertirá en el brazo ejecutor y de justica para muchas familias que le prestan ayuda en su camino de venganza."
Los Viejones de Guanajuato,https://pluto.tv/latam/on-demand/movies/62713c8f73a0a10014514004,"Los Ramírez son una familia de bien y respeto solo quieren defender sus tierras y las tierras de los demás en Rancho Seco, pero los García se quieren quedar con todas las tierras de los ejidatarios de Salamanca."
Guerra Sangrienta,https://pluto.tv/latam/on-demand/movies/62713dd355812e0013e9fd3a,"Tres bandas de traficantes pelean por la misma plaza, cuando todos quieren poder y no dudaran en matar o traicionar a quien sea, caiga quien caiga, unos tienen amenazada a la policía, mientras otros quieren venganza por su familia."
Zapatillas Ferragamo,https://pluto.tv/latam/on-demand/movies/62713dd855812e0013e9fdb5,La mafia tiene sus reajustes y han decidido poner fuera de circulación al jefe para quitarle el poder. Pero nadie cuenta con que su hermosa hija no dejara que nadie le arrebate lo que por derecho le corresponde.
Los Viejones de Guanajuato 2,https://pluto.tv/latam/on-demand/movies/62713ddd55812e0013e9fe57,Los Ramírez traen paz a Rancho Seco después de terminar con todos Los García o eso es lo que ellos creen hasta que vuelve Benjamín el hijo mayor de Los García y esta vez a regresado con una banda del crimen organizado decidido a cobrar venganza.
Agua Envenenada,https://pluto.tv/latam/on-demand/movies/62713de155812e0013e9fed6,"La codicia de un poderoso político desata la psicosis colectiva de un pueblo, donde se rumoraba este personaje había envenenado el agua. La revancha de los pobladores será implacable."
No Debes Engañar al Diablo,https://pluto.tv/latam/on-demand/movies/62713de555812e0013e9ff51,El Diablo y el Viejo son dos maleantes socios de hace mucho tiempo y planearon una entrega de mercancía dejaron un camión cargado y se llevaron un auto con dinero pero el viejo llama al diablo para decirle que el dinero no esta en el lugar acordado.
Un Dia de Campamento,https://pluto.tv/latam/on-demand/movies/62713de855812e0013ea003b,"Una gran película para toda la familia que se sucede en la escuela de un pueblo mágico, con grandes aventuras y conocimiento de sus tradiciones entre juegos y aventuras sin fin."
Sentenciados a Muerte: Guerilleros del Sur,https://pluto.tv/latam/on-demand/movies/62713df255812e0013ea00f4,Nunca sabes cuanto odio y rencor puede guardarse en el corazón de un niño hasta que es demasiado tarde y el destino se encarga de cobrarte por los errores.
Terror en la Sangre,https://pluto.tv/latam/on-demand/movies/62713df955812e0013ea0255,Unas amigas que van a una fiesta que no existe y reciben un invitado sobrenatural. Un hombre camina en un estacionamiento solitario sin saber que va a encontrar algo aterrador. Dos chicas invocan a su amiga fallecida. Historias de terror de Guadalajara.
Brillando en la Oscuridad,https://pluto.tv/latam/on-demand/movies/62714915e26cc40014ab7dee,"Dos hombres se encuentran en un estado emocional devastador, uno por el secuestro reciente de su hija y fallecimiento de esta, el otro protagonista fue engañado por su mujer y ambos personajes se dirigen a Jalcomulco en busca de esa paz interior."
El Inocente,https://pluto.tv/latam/on-demand/movies/6271491be26cc40014ab7e90,"Un grupo de empresarios se dedican a negocios de bienes y raíces para tapar sus negocios chuecos del narcotráfico. La policía local anda pisándole los talones, pero no tienen pruebas para meterlos a la cárcel."
"Herencia ""El Origen del Odio""",https://pluto.tv/latam/on-demand/movies/62714925e26cc40014ab7ec6,Esta es una película que demuestra que la avaricia es mas fuerte que los lazos de sangre en donde a un hermano no le importa acabar con la vida de su propio hermano para obtener la herencia que dejo su padre.
Deportados,https://pluto.tv/latam/on-demand/movies/62714936e26cc40014ab7fb4,Los que no son deportados y si logran cruzar la frontera sufren bajezas y humillaciones las mujeres engañadas y obligadas a trabajar en la prostitución y los hombres discriminados por americanos y hasta por su propia raza latina.
Los 7 Sellos de la Santa Muerte,https://pluto.tv/latam/on-demand/movies/6271493ae26cc40014ab805e,Una serie de extraños asesinatos están ocurriendo en la ciudad. Una investigadora de lo paranormal y un detective privado se dedican a indagar en el caso y lo que encontraran será algo que nunca imaginaron.
Las Aventuras De Pollo y Frijol,https://pluto.tv/latam/on-demand/movies/62714944e26cc40014ab80d9,"Dos amigos “El Pollo y El Frijol” salen huyendo por haber cometido el error de matar al hijo de un capo, ahora tendrán que empezar una nueva vida en un pueblo cercano. Se tendrán que hacer pasar por homosexuales para cuidar a la esposa del nuevo patrón."
Apuesta con la Muerte 2,https://pluto.tv/latam/on-demand/movies/62714948e26cc40014ab8158,En un acto de desesperación Valente hace un pacto con la muerte para regresar a la vida a su hermano Melecio sin imaginar las desgarradoras consecuencias de este acto siniestro.
El Regreso del 24,https://pluto.tv/latam/on-demand/movies/625d920b78f6d300136fda51,"Después de haber sido dado por muerto, el 24 logra sobrevivir y regresa para seguir operando los negocios del narcotráfico, pero los familiares del hombre con quien sostuvo una cruenta guerra, quieren cobrar venganza y le han puesto precio a su cabeza."
6 Impactos,https://pluto.tv/latam/on-demand/movies/625d9d4a025eb50013a40471,"El pulpo es un traficante de poca monta quien, ante la adversidad de ver a su pequeño hijo enfermo de un tumor cerebral, se ve en la necesidad de robar a su patrón para conseguir el dinero que necesita para la operación."
En las Garras de la bestia,https://pluto.tv/latam/on-demand/movies/625d9d52025eb50013a40501,"En Tijuana la vida puede ser difícil para algunas personas, una mujer decide dejar su tierra natal después de ser acosada por un vecino e intentara llegar a los Estados Unidos en busca de una nueva vida."
Frente Al Enemigo,https://pluto.tv/latam/on-demand/movies/625d9d5a025eb50013a4061d,Un grupo de agentes de la DEA buscan a Mancera el líder de la distribución de una nueva droga que ha creado muchos adictos causándoles la muerte.
Te Presumo,https://pluto.tv/latam/on-demand/movies/625daf948f17ad0013f75c86,Esta es la historia de un empresario que tiene la vida ideal. Un día cuando regresa de una carrera de motos en la que su hijo gano el primer lugar todo da un vuelco en sus vidas.
En Mis Propias Manos,https://pluto.tv/latam/on-demand/movies/625db12078f6d300136fe07b,"Una mujer esposa de un policía es abusada, golpeada, ultrajada mental y físicamente otros policías sospechan que algo esta pasando pero la mujer tiene temor de hablar y acusar a su abusador."
La Muerte de Un Federal,https://pluto.tv/latam/on-demand/movies/625db2674a1dfc0013fe7f4b,"Una banda de narcos quiere sobornar a unos federales en especial a uno, Rodolfo Campos para así obtener camino libre para transportar sus drogas en diferentes territorios"
Lotoman 003,https://pluto.tv/latam/on-demand/movies/5e5051c1ad104ec5f8cd603a,Miguel y Modesto Marchena están de vuelta en la pobreza. Un enfrentamiento con un par de ciclistas ladrones los convierte en héroes locales y los pone en contacto con una agencia secreta que los recluta para una tarea.
La Distancia Más Larga,https://pluto.tv/latam/on-demand/movies/5e5d77825c7c10001a607cd2,"El destino vincula irremediablemente a una abuela y su nieto. Aunque no se conocen forman parte de un círculo que no pueden romper. Las segundas oportunidades aparecen, pero la libertad individual se impone."
Al Oeste del Fin del Mundo,https://pluto.tv/latam/on-demand/movies/61279400207069001404337a,"Un día, la paz de León se ve sacudida por la llegada de Ana, quien recibe refugio de León, inicialmente solo por un día. Pero el tiempo pasa y ella no puede salir del lugar."
Patricia,https://pluto.tv/latam/on-demand/movies/602141abdc6117001bb33b7a,"Juan, después de residir años en Nueva York, regresa a la República Dominicana para casarse con su prometida, solo para encontrarla ya casada y embarazada, pero luego conoce a Patricia."
La isla de los pingüinos,https://pluto.tv/latam/on-demand/movies/5fb29012924702001a460966,"Un grupo de estudiantes adolescentes decide tomar su colegio, convirtiéndose en el primer establecimiento privado en sumarse al estallido de las protestas estudiantiles más importantes de la historia reciente de Chile."
Huellas,https://pluto.tv/latam/on-demand/movies/60f9d11b7afdca0013a099d4,"Cuenta la historia de Pedro, un hombre de cuarenta años que vive una vida normal con su esposa hasta que un día se vuelve loco y comienza a creer que tiene cinco años y se comporta como tal."
Lo Peor de Los Deseos,https://pluto.tv/latam/on-demand/movies/602141a9dc6117001bb33b40,"Están dispuestos a todo por el poder. Lo peor de los deseos, es que se pueden hacer realidad."
Sapo,https://pluto.tv/latam/on-demand/movies/5faef619fd17cc001a011fdb,"Narra la historia de Jeremías Gallardo, destacado periodista chileno que el 29 de Enero de 1985 cubre la ultima pena de muerte en Chile, ejecutada en la cárcel de Valparaíso."
Cuando ella saltó,https://pluto.tv/latam/on-demand/movies/60dcc616e64aeb001346ccdc,Un joven conoce a una mujer extraña en Buenos Aires.
